dataset,model,seed,instance_index,perturbation_rate,p_orig,p_pert,prediction_drift,prediction_preserving,plausibility_pass,plausibility_max_z,shap_rank_sim,shap_attr_sim,shap_sign_cons,shap_topk_overlap,lime_rank_sim,lime_attr_sim,lime_sign_cons,lime_topk_overlap
taiwan,mlp,2024,381,-0.1,0.14772308175644647,0.19632235608305632,0.04859927432660985,True,True,1.7719473297194683,0.5698795180722892,0.7203884789360886,1.0,0.6,0.10869565217391304,0.25508006854378756,0.6956521739130435,0.4
taiwan,mlp,2024,381,-0.05,0.14772308175644647,0.1963746575621067,0.048651575805660235,True,True,1.7719473297194683,0.7144578313253013,0.7863927424035879,1.0,0.6,0.3300395256916996,0.5354251536168168,0.7391304347826086,0.6
taiwan,mlp,2024,381,0.05,0.14772308175644647,0.10778026381352895,0.03994281794291751,True,True,1.0566748368709191,0.8108433734939761,0.8890613535622891,1.0,0.8,0.4535573122529644,0.798494298570008,0.8260869565217391,0.6
taiwan,mlp,2024,381,0.1,0.14772308175644647,0.1004028441871679,0.04732023756927857,True,True,1.1683273886652918,0.7144578313253013,0.8690155608762465,1.0,0.8,0.5741106719367589,0.8000522935052141,0.6956521739130435,0.6
taiwan,mlp,2024,406,-0.1,0.12490347833372233,0.08120542846169265,0.04369804987202967,True,True,1.545102149789186,0.2204819277108434,0.6508472448525852,1.0,0.6,0.5553359683794467,0.9062561300913019,1.0,0.6
taiwan,mlp,2024,406,-0.05,0.12490347833372233,0.07956320626577446,0.04534027206794787,True,True,1.6695224748981428,0.5602409638554218,0.9019186168926515,1.0,0.8,0.5306324110671937,0.8986843605551612,0.9565217391304348,0.8
taiwan,mlp,2024,406,0.05,0.12490347833372233,0.3964026658443109,0.27149918751058855,False,True,1.9183631251160573,0.6421686746987952,-0.031420512007059295,0.7142857142857143,0.8,0.05335968379446641,0.08837236558129441,0.5217391304347826,0.4
taiwan,mlp,2024,406,0.1,0.12490347833372233,0.38868811741956033,0.263784639085838,False,True,2.0427834502250146,0.5867469879518072,0.013153722521103948,0.6666666666666666,0.8,0.07806324110671936,-0.0026736592350571574,0.4782608695652174,0.4
taiwan,mlp,2024,511,-0.1,0.35878718794117187,0.25660637161871874,0.10218081632245313,False,True,1.1494255830661697,0.6734939759036146,0.18551220151674075,0.8571428571428571,0.8,0.8675889328063242,0.9223121850776904,0.6956521739130435,0.8
taiwan,mlp,2024,511,-0.05,0.35878718794117187,0.2526305316296208,0.10615665631155108,False,True,1.1417254070803509,0.6180722891566266,0.13219675829511116,0.8571428571428571,0.8,0.7282608695652173,0.9236533179429633,0.9130434782608695,0.8
