dataset,model,seed,instance_index,perturbation_rate,p_orig,p_pert,prediction_drift,prediction_preserving,plausibility_pass,plausibility_max_z,shap_rank_sim,shap_attr_sim,shap_sign_cons,shap_topk_overlap,lime_rank_sim,lime_attr_sim,lime_sign_cons,lime_topk_overlap
gmsc,xgboost,7,1905,-0.1,0.2238762229681015,0.17230692505836487,0.05156929790973663,False,True,0.30823489771542667,0.8666666666666665,0.9455928827291937,0.9,0.8,0.7818181818181817,0.9745639850591696,1.0,1.0
gmsc,xgboost,7,1905,-0.05,0.2238762229681015,0.1701793223619461,0.053696900606155396,False,True,0.29728572640890855,0.9030303030303028,0.9568004795631181,0.9,0.8,0.9151515151515152,0.9258792681383453,0.9,1.0
gmsc,xgboost,7,1905,0.05,0.2238762229681015,0.8794774413108826,0.6556012183427811,False,True,0.8673323051435078,0.5393939393939393,-0.05041314615749769,0.5,0.8,0.7454545454545454,0.9174880721832436,0.9,0.8
gmsc,xgboost,7,1905,0.1,0.2238762229681015,0.8393725752830505,0.615496352314949,False,True,1.0779884236059345,0.4666666666666666,-0.021233609363469973,0.5,0.6,0.6848484848484848,0.9375912802313748,1.0,0.8
gmsc,xgboost,7,2029,-0.1,0.5911602973937988,0.5706314444541931,0.020528852939605713,True,True,1.2599910123282463,0.9636363636363635,0.9972284170167621,1.0,1.0,0.6848484848484848,0.8497268460893861,0.7,0.8
gmsc,xgboost,7,2029,-0.05,0.5911602973937988,0.5711864829063416,0.019973814487457275,True,True,1.2599910123282463,0.9757575757575757,0.9966215369248157,1.0,1.0,0.5636363636363636,0.8288856089641047,0.9,0.6
gmsc,xgboost,7,2029,0.05,0.5911602973937988,0.9598522782325745,0.36869198083877563,False,True,2.9449344475524075,0.5878787878787878,0.3139649499887144,0.6,0.6,0.1515151515151515,0.5972136911858179,0.8,0.8
gmsc,xgboost,7,2029,0.1,0.5911602973937988,0.9589090347290039,0.3677487373352051,False,True,2.9449344475524075,0.5151515151515151,0.31323081717957896,0.6,0.6,-0.01818181818181818,0.5233040914800668,0.8,0.4
gmsc,xgboost,7,2564,-0.1,0.21266701817512512,0.18442581593990326,0.028241202235221863,True,True,1.3410781088539778,0.5515151515151515,0.9459762007622418,0.9,0.8,0.10303030303030303,0.7005250926696628,0.9,0.6
gmsc,xgboost,7,2564,-0.05,0.21266701817512512,0.1904679834842682,0.022199034690856934,True,True,1.4245593826786969,0.5757575757575757,0.9496837621761377,0.9,0.8,0.0303030303030303,0.7206923203251733,0.8,0.6
gmsc,xgboost,7,2564,0.05,0.21266701817512512,0.7285447120666504,0.5158776938915253,False,True,2.9449344475524075,0.28484848484848485,0.279367093341493,0.6,0.6,-0.13939393939393938,-0.2982855272936705,0.5,0.6
gmsc,xgboost,7,2564,0.1,0.21266701817512512,0.7469621300697327,0.5342951118946075,False,True,2.9449344475524075,0.16363636363636364,0.30373247454689073,0.5,0.6,-0.309090909090909,-0.008274388218612413,0.6,0.4
gmsc,xgboost,7,2662,-0.1,0.2169889360666275,0.24574477970600128,0.02875584363937378,True,True,0.9009113680039178,0.8666666666666665,0.9786014834377856,0.7,0.8,0.8181818181818182,0.9213032622317499,0.9,1.0
gmsc,xgboost,7,2662,-0.05,0.2169889360666275,0.25624173879623413,0.03925280272960663,True,True,0.9009113680039178,0.7818181818181817,0.9794277102201462,0.8,0.8,0.8424242424242423,0.9583777322498866,1.0,1.0
gmsc,xgboost,7,2662,0.05,0.2169889360666275,0.8740582466125488,0.6570693105459213,False,True,1.1387031501025813,0.6,-0.09075752930095753,0.4,0.8,0.8787878787878788,0.9324733506229582,0.9,0.8
gmsc,xgboost,7,2662,0.1,0.2169889360666275,0.8719262480735779,0.6549373120069504,False,True,1.1387031501025813,0.5636363636363636,-0.10197514963118787,0.4,0.8,0.8666666666666665,0.8952815495462998,0.8,0.8
gmsc,xgboost,7,2751,-0.1,0.4905896484851837,0.32819485664367676,0.16239479184150696,False,True,1.557343315564687,0.8181818181818182,0.0782335365459013,0.7,0.8,0.5515151515151515,0.8531668943960232,1.0,0.6
gmsc,xgboost,7,2751,-0.05,0.4905896484851837,0.3368390202522278,0.15375062823295593,False,True,1.6719357209423222,0.7939393939393938,0.09054580750772075,0.8,0.8,0.3939393939393939,0.8594202953617092,1.0,0.6
gmsc,xgboost,7,2751,0.05,0.4905896484851837,0.899682879447937,0.4090932309627533,False,True,1.9011205316975937,0.7333333333333332,0.1612264320292432,0.7,1.0,0.709090909090909,0.7969535863237711,0.7,0.8
gmsc,xgboost,7,2751,0.1,0.4905896484851837,0.8781343102455139,0.3875446617603302,False,True,2.015712937075229,0.6606060606060605,0.19788609993502992,0.7,0.8,0.5515151515151515,0.6327575197680044,0.7,0.8
gmsc,xgboost,7,2810,-0.1,0.3931877017021179,0.42863261699676514,0.03544491529464722,True,True,1.9741832262102472,0.9757575757575757,0.968780267540765,0.8,1.0,0.29696969696969694,0.8112556879273704,0.8,0.8
gmsc,xgboost,7,2810,-0.05,0.3931877017021179,0.44805943965911865,0.05487173795700073,False,True,2.111933404401525,0.9757575757575757,0.9739920573802958,0.8,1.0,0.05454545454545454,0.7040274945070297,0.7,0.6
gmsc,xgboost,7,2810,0.05,0.3931877017021179,0.858328640460968,0.4651409387588501,False,True,2.3874337607840808,0.4424242424242424,-0.07575231555257204,0.7,0.6,0.6484848484848483,-0.39442597484136377,0.6,0.6
gmsc,xgboost,7,2810,0.1,0.3931877017021179,0.8459075689315796,0.45271986722946167,False,True,2.5251839389753585,0.5030303030303029,-0.09501387879748625,0.6,0.6,0.7575757575757575,-0.31627503726863637,0.4,0.8
gmsc,xgboost,7,3823,-0.1,0.506474494934082,0.562927782535553,0.05645328760147095,False,True,0.9009113680039178,0.9151515151515152,0.9859363292319929,0.8,0.8,0.6484848484848483,0.9544749822840065,0.9,0.8
gmsc,xgboost,7,3823,-0.05,0.506474494934082,0.5782507061958313,0.07177621126174927,False,True,0.9009113680039178,0.9151515151515152,0.9840558671026981,0.7,1.0,0.6121212121212121,0.903065167003304,0.8,0.6
gmsc,xgboost,7,3823,0.05,0.506474494934082,0.9371694922447205,0.4306949973106384,False,True,0.8658023818280449,0.6848484848484848,0.23045009678101186,0.5,0.8,0.6969696969696969,0.9268069286229702,0.9,0.6
gmsc,xgboost,7,3823,0.1,0.506474494934082,0.9476009607315063,0.4411264657974243,False,True,0.8658023818280449,0.8424242424242423,0.28760183331715305,0.3,0.8,0.6848484848484848,0.9472029269114036,0.9,0.6
gmsc,xgboost,7,4935,-0.1,0.4384923577308655,0.2271035611629486,0.21138879656791687,False,True,1.6569402006969283,0.8424242424242423,0.25209133222199526,0.9,1.0,0.5878787878787878,0.8864658725144832,0.9,0.8
gmsc,xgboost,7,4935,-0.05,0.4384923577308655,0.24085620045661926,0.19763615727424622,False,True,1.6569402006969283,0.8666666666666665,0.23817553317738,0.9,1.0,0.5636363636363636,0.9059440365733322,0.9,0.6
gmsc,xgboost,7,4935,0.05,0.4384923577308655,0.8266735076904297,0.3881811499595642,False,True,2.632516131660007,0.6606060606060605,0.15497087055403516,0.6,0.8,0.7454545454545454,0.529262754745589,0.7,0.8
gmsc,xgboost,7,4935,0.1,0.4384923577308655,0.7835015654563904,0.3450092077255249,False,True,2.632516131660007,0.5636363636363636,0.18557107482864532,0.6,0.6,0.11515151515151514,0.5149744429036913,0.6,0.4
gmsc,xgboost,7,5449,-0.1,0.303344190120697,0.2859251797199249,0.017419010400772095,True,True,0.9009113680039178,0.7575757575757575,0.9348528757774917,0.9,1.0,0.5636363636363636,0.863097424730205,0.8,0.8
gmsc,xgboost,7,5449,-0.05,0.303344190120697,0.29737886786460876,0.005965322256088257,True,True,0.9009113680039178,0.8060606060606059,0.9454317930992657,0.9,1.0,0.7212121212121211,0.9040947280556577,0.8,1.0
gmsc,xgboost,7,5449,0.05,0.303344190120697,0.9094470739364624,0.6061028838157654,False,True,1.1387031501025813,0.7212121212121211,-0.40174612473872584,0.6,0.8,0.7939393939393938,0.9228710081558628,0.9,1.0
gmsc,xgboost,7,5449,0.1,0.303344190120697,0.9050256013870239,0.6016814112663269,False,True,1.1387031501025813,0.6969696969696969,-0.40955116366629957,0.5,0.8,0.709090909090909,0.9300863723182241,0.8,0.8
gmsc,xgboost,7,6011,-0.1,0.3182830512523651,0.2789227068424225,0.03936034440994263,True,True,1.1387031501025813,0.7939393939393938,0.9603720263379929,1.0,0.8,0.3696969696969697,0.7874777486511648,0.8,0.8
gmsc,xgboost,7,6011,-0.05,0.3182830512523651,0.29532843828201294,0.022954612970352173,True,True,1.1387031501025813,0.9636363636363635,0.992516267616772,1.0,1.0,0.38181818181818183,0.8202719064073676,0.9,0.6
gmsc,xgboost,7,6011,0.05,0.3182830512523651,0.9044270515441895,0.5861440002918243,False,True,2.9449344475524075,0.6,-0.6223808615315342,0.5,0.8,0.6606060606060605,0.527328309953851,0.8,0.8
gmsc,xgboost,7,6011,0.1,0.3182830512523651,0.9125021696090698,0.5942191183567047,False,True,2.9449344475524075,0.2121212121212121,-0.6708546913040829,0.4,0.6,0.7454545454545454,0.32038419182690664,0.6,0.8
gmsc,xgboost,7,6785,-0.1,0.05045459419488907,0.050642844289541245,0.0001882500946521759,True,True,0.48214268885486633,0.9515151515151514,0.9986262328216028,1.0,0.8,0.6,0.934354459224073,1.0,0.8
gmsc,xgboost,7,6785,-0.05,0.05045459419488907,0.049879372119903564,0.0005752220749855042,True,True,0.48214268885486633,0.9515151515151514,0.9989449735161542,1.0,0.8,0.8181818181818182,0.97547149187197,1.0,0.8
gmsc,xgboost,7,6785,0.05,0.05045459419488907,0.8866899013519287,0.8362353071570396,False,True,1.8662500281750127,0.6727272727272726,0.13591668482081082,0.6,1.0,0.4424242424242424,0.733962604709397,0.8,0.6
gmsc,xgboost,7,6785,0.1,0.05045459419488907,0.9200010299682617,0.8695464357733727,False,True,2.1244736572579863,0.43030303030303024,0.11294038355019376,0.5,0.8,0.5757575757575757,0.670066024000652,0.8,0.8
gmsc,xgboost,7,8266,-0.1,0.0604160912334919,0.05096496269106865,0.009451128542423248,True,True,0.6766047697232113,0.8909090909090909,0.9882618781957223,1.0,0.8,0.8666666666666665,0.9710379500510139,1.0,0.8
gmsc,xgboost,7,8266,-0.05,0.0604160912334919,0.04474413022398949,0.01567196100950241,True,True,0.6766047697232113,0.9151515151515152,0.9914977935304683,1.0,0.8,0.6969696969696969,0.9384767691772303,1.0,0.8
gmsc,xgboost,7,8266,0.05,0.0604160912334919,0.8718740344047546,0.8114579431712627,False,True,1.010034837005152,0.6848484848484848,-0.03658542580426406,0.6,0.8,0.6363636363636362,0.8503341616214273,0.8,0.8
gmsc,xgboost,7,8266,0.1,0.0604160912334919,0.8616224527359009,0.801206361502409,False,True,1.2274863141276564,0.6848484848484848,0.016095711759927828,0.5,0.8,0.6121212121212121,0.889224973316412,0.8,0.8
gmsc,xgboost,7,10590,-0.1,0.07922440767288208,0.10589491575956345,0.026670508086681366,True,True,0.9009113680039178,0.7939393939393938,0.9861826528358647,0.8,0.8,0.9272727272727272,0.9847885838499022,0.9,0.8
gmsc,xgboost,7,10590,-0.05,0.07922440767288208,0.09257690608501434,0.013352498412132263,True,True,0.9009113680039178,0.8060606060606059,0.9920097738090508,0.8,0.8,0.7818181818181817,0.935789746429812,0.8,0.8
gmsc,xgboost,7,10590,0.05,0.07922440767288208,0.9088926315307617,0.8296682238578796,False,True,0.8658023818280449,0.6484848484848483,0.06408524946151305,0.6,0.8,0.8303030303030302,0.9673498519677339,0.9,0.8
gmsc,xgboost,7,10590,0.1,0.07922440767288208,0.8927493095397949,0.8135249018669128,False,True,0.9284905330842125,0.7333333333333332,0.09804286251797902,0.6,0.8,0.9393939393939393,0.961323653361452,0.8,1.0
gmsc,xgboost,7,11068,-0.1,0.495281457901001,0.19312603771686554,0.30215542018413544,False,True,0.6675281473472447,0.7212121212121211,0.15471532107538505,0.9,0.8,0.9393939393939393,0.9539809423842428,0.9,1.0
gmsc,xgboost,7,11068,-0.05,0.495281457901001,0.28462326526641846,0.21065819263458252,False,True,0.6675281473472447,0.9393939393939393,0.04597321632911225,0.8,1.0,0.7575757575757575,0.9263731999006694,0.9,0.8
gmsc,xgboost,7,11068,0.05,0.495281457901001,0.8804166316986084,0.3851351737976074,False,True,1.7491592567440262,0.5272727272727272,0.10033121413639427,0.3,0.8,0.7212121212121211,0.8565464512583696,0.8,0.8
gmsc,xgboost,7,11068,0.1,0.495281457901001,0.876197338104248,0.38091588020324707,False,True,1.7491592567440262,0.5636363636363636,0.09304811344730443,0.3,0.8,0.8666666666666665,0.8809982673107989,0.7,0.8
gmsc,xgboost,7,12014,-0.1,0.07553277909755707,0.10158859938383102,0.026055820286273956,True,True,0.9009113680039178,0.8303030303030302,0.9905266676334583,1.0,1.0,0.8303030303030302,0.9324129265067274,0.8,1.0
gmsc,xgboost,7,12014,-0.05,0.07553277909755707,0.09668909013271332,0.02115631103515625,True,True,0.9009113680039178,0.8424242424242423,0.9908462557695913,1.0,1.0,0.9636363636363635,0.9689082464268377,0.9,1.0
gmsc,xgboost,7,12014,0.05,0.07553277909755707,0.8573612570762634,0.7818284779787064,False,True,1.0813861029359735,0.4787878787878787,0.23511555651305927,0.5,0.8,0.6242424242424242,0.8913017328560263,0.9,0.8
gmsc,xgboost,7,12014,0.1,0.07553277909755707,0.9055484533309937,0.8300156742334366,False,True,1.302235259388517,0.3939393939393939,0.24635890182676795,0.4,0.6,0.6484848484848483,0.8040724802817009,0.7,0.8
gmsc,xgboost,7,12918,-0.1,0.24630805850028992,0.07828205078840256,0.16802600771188736,False,True,1.1387031501025813,0.7696969696969697,0.5621879641440681,0.8,0.8,0.41818181818181815,0.8169753827006965,0.9,0.8
gmsc,xgboost,7,12918,-0.05,0.24630805850028992,0.07896123826503754,0.16734682023525238,False,True,1.1387031501025813,0.8303030303030302,0.5660525066469649,0.8,0.8,0.8060606060606059,0.894553884872602,1.0,0.8
gmsc,xgboost,7,12918,0.05,0.24630805850028992,0.8060808181762695,0.5597727596759796,False,True,2.9449344475524075,0.6727272727272726,0.4505886854088313,0.7,0.8,0.7212121212121211,0.27131796588993906,0.8,0.8
gmsc,xgboost,7,12918,0.1,0.24630805850028992,0.8191653490066528,0.5728572905063629,False,True,2.9449344475524075,0.6,0.4631761436409905,0.7,0.8,0.7696969696969697,0.38196402267047336,0.6,0.8
gmsc,xgboost,7,13093,-0.1,0.19537822902202606,0.2834041714668274,0.08802594244480133,False,True,0.9009113680039178,0.9151515151515152,0.961639515237763,0.8,1.0,0.9393939393939393,0.9837718190075138,0.9,1.0
gmsc,xgboost,7,13093,-0.05,0.19537822902202606,0.26567941904067993,0.07030119001865387,False,True,0.9009113680039178,0.9393939393939393,0.9695731326729966,0.9,1.0,0.7939393939393938,0.9531175704169026,0.9,0.8
gmsc,xgboost,7,13093,0.05,0.19537822902202606,0.8985074758529663,0.7031292468309402,False,True,0.9386835710743303,0.5515151515151515,-0.04987916499305758,0.4,0.6,0.709090909090909,0.9573630713656538,1.0,0.8
gmsc,xgboost,7,13093,0.1,0.19537822902202606,0.8299739360809326,0.6345957070589066,False,True,1.152737368866795,0.3696969696969697,0.03817740438309764,0.4,0.6,0.8909090909090909,0.9192443210216474,0.8,0.8
