dataset,model,seed,instance_index,perturbation_rate,p_orig,p_pert,prediction_drift,prediction_preserving,plausibility_pass,plausibility_max_z,shap_rank_sim,shap_attr_sim,shap_sign_cons,shap_topk_overlap,lime_rank_sim,lime_attr_sim,lime_sign_cons,lime_topk_overlap
german,mlp,123,11,-0.1,0.1613011793680997,0.09238220479918698,0.06891897456891273,False,True,3.164159408421889,0.6086160473882606,0.9039531986859572,1.0,1.0,0.5574250976986539,0.8286850229880574,0.7916666666666666,0.8
german,mlp,123,11,-0.05,0.1613011793680997,0.09739715627097426,0.06390402309712545,False,True,3.164159408421889,0.7900915455035002,0.9193564777113097,1.0,1.0,0.6883412939643943,0.8466403169831596,0.8125,0.8
german,mlp,123,11,0.05,0.1613011793680997,0.18659949217972419,0.02529831281162448,True,True,2.8088396562046154,0.8007539041464727,0.9195384545361619,1.0,0.8,0.6023664785062961,0.8155237735943673,0.7708333333333334,0.6
german,mlp,123,11,0.1,0.1613011793680997,0.19254148038214564,0.03124030101404593,True,True,2.8088396562046154,0.8820140010770059,0.9354149281977048,1.0,0.6,0.7552105948762483,0.882092952516395,0.7083333333333334,0.6
german,mlp,123,13,-0.1,0.3283057177436924,0.3574890671381782,0.029183349394485802,True,True,3.164159408421889,0.5929994614970382,0.9675769636757742,1.0,0.8,0.17064698219713417,0.6570349721137236,0.7291666666666666,0.4
german,mlp,123,13,-0.05,0.3283057177436924,0.36324983802698524,0.03494412028329286,True,True,3.164159408421889,0.47910608508346797,0.9638682123883101,1.0,0.8,0.35442900564481106,0.765941995169923,0.8125,0.4
german,mlp,123,13,0.05,0.3283057177436924,0.4719944908744375,0.14368877313074513,False,True,2.29128784747792,0.7729671513193322,0.9230154246205974,1.0,0.8,0.1836734693877551,0.5802105183888283,0.75,0.0
german,mlp,123,13,0.1,0.3283057177436924,0.48984791678405526,0.16154219904036288,False,True,2.29128784747792,0.6754442649434571,0.8923374581874658,1.0,0.8,0.1525184541901867,0.5753234662241582,0.75,0.2
german,mlp,123,15,-0.1,0.013341084748331403,0.008636445423153805,0.004704639325177598,True,True,3.164159408421889,0.7031233171782445,0.9450527173447558,1.0,0.8,0.7778983933999131,0.9253200516982945,0.9166666666666666,0.8
german,mlp,123,15,-0.05,0.013341084748331403,0.009101413629122715,0.0042396711192086885,True,True,3.164159408421889,0.7178782983306409,0.9571231072598988,1.0,0.8,0.8813504125054277,0.9344970964086861,0.8958333333333334,0.8
