dataset,model,seed,instance_index,perturbation_rate,p_orig,p_pert,prediction_drift,prediction_preserving,plausibility_pass,plausibility_max_z,shap_rank_sim,shap_attr_sim,shap_sign_cons,shap_topk_overlap,lime_rank_sim,lime_attr_sim,lime_sign_cons,lime_topk_overlap
taiwan,random_forest,42,381,-0.1,0.34688817671266914,0.329737419778406,0.017150756934263156,True,True,1.7719473297194683,0.9891304347826088,0.9943578100489249,1.0,1.0,0.24901185770750991,0.5863067305834891,0.8260869565217391,0.2
taiwan,random_forest,42,381,-0.05,0.34688817671266914,0.3286531719157189,0.018235004796950227,True,True,1.7719473297194683,0.9891304347826088,0.9955577521094581,1.0,1.0,0.49011857707509887,0.7166859045869114,0.8260869565217391,0.2
taiwan,random_forest,42,381,0.05,0.34688817671266914,0.37640301461034736,0.029514837897678226,True,True,1.0566748368709191,0.9703557312252965,0.9867006535332724,0.9565217391304348,0.8,0.07015810276679843,0.5347953867086375,0.7391304347826086,0.2
taiwan,random_forest,42,381,0.1,0.34688817671266914,0.375639882529385,0.028751705816715878,True,True,1.1683273886652918,0.9664031620553359,0.986987857476708,0.9565217391304348,0.8,0.10375494071146245,0.576551302066475,0.8695652173913043,0.2
taiwan,random_forest,42,406,-0.1,0.22633248755936763,0.22594219734427137,0.0003902902150962617,True,True,1.545102149789186,0.9841897233201581,0.9843973819180596,1.0,0.8,0.4930830039525692,0.8500612128942171,0.9565217391304348,0.8
taiwan,random_forest,42,406,-0.05,0.22633248755936763,0.22220603101514722,0.004126456544220419,True,True,1.6695224748981428,0.9861660079051384,0.9836057761464132,1.0,0.8,0.5721343873517787,0.8920955172984241,0.9130434782608695,0.6
taiwan,random_forest,42,406,0.05,0.22633248755936763,0.46573672346376954,0.2394042359044019,False,True,1.9183631251160573,0.7737154150197629,-0.36195527536375444,0.8260869565217391,0.6,0.12648221343873517,-0.11749688410200898,0.4782608695652174,0.2
taiwan,random_forest,42,406,0.1,0.22633248755936763,0.44999616071817483,0.2236636731588072,False,True,2.0427834502250146,0.7786561264822135,-0.32263186174368386,0.782608695652174,0.6,-0.316205533596838,0.23238520455792616,0.6086956521739131,0.0
taiwan,random_forest,42,511,-0.1,0.7354598383649027,0.49061363749305437,0.24484620087184833,False,True,1.1494255830661697,0.758893280632411,0.12130158165382714,0.8260869565217391,0.8,0.7697628458498025,0.8724976370553957,0.8260869565217391,0.8
taiwan,random_forest,42,511,-0.05,0.7354598383649027,0.4895418051561438,0.24591803320875888,False,True,1.1417254070803509,0.7529644268774704,0.11729235042466901,0.8260869565217391,0.8,0.37549407114624506,0.841473980663838,0.9130434782608695,0.6
taiwan,random_forest,42,511,0.05,0.7354598383649027,0.829599713991481,0.09413987562657833,False,True,2.617945350850177,0.8962450592885376,0.7247594550056395,0.782608695652174,0.8,0.4100790513833992,0.9175343915441952,1.0,0.6
taiwan,random_forest,42,511,0.1,0.7354598383649027,0.824534342854126,0.08907450448922327,False,True,2.617945350850177,0.8804347826086957,0.7187269547339872,0.8260869565217391,0.8,0.40019762845849804,0.9125489357525981,0.9130434782608695,0.6
taiwan,random_forest,42,530,-0.1,0.8901611104624165,0.5271208978141161,0.36304021264830044,False,True,2.0684669824024597,0.6195652173913044,0.7450347892330128,0.8260869565217391,0.4,0.358695652173913,0.7661163358477233,0.782608695652174,0.2
taiwan,random_forest,42,530,-0.05,0.8901611104624165,0.5309850342911753,0.35917607617124125,False,True,2.2196561644542325,0.6393280632411067,0.7484088673000304,0.8695652173913043,0.4,0.650197628458498,0.8476655197029218,0.8260869565217391,0.0
taiwan,random_forest,42,530,0.05,0.8901611104624165,0.8744257415419571,0.015735368920459458,True,True,2.89752167850326,0.9950592885375494,0.9994719006842648,0.9565217391304348,1.0,0.733201581027668,0.8569236000922162,0.8695652173913043,0.6
taiwan,random_forest,42,530,0.1,0.8901611104624165,0.8725983424374124,0.017562768025004116,True,True,2.89752167850326,0.9733201581027668,0.9990187497266635,0.9565217391304348,0.8,0.83300395256917,0.9485014124110772,0.9130434782608695,0.4
taiwan,random_forest,42,550,-0.1,0.3956340725754608,0.4020697459893746,0.006435673413913823,True,True,1.0801239991938005,0.9980237154150198,0.9994586377114361,1.0,1.0,0.58399209486166,0.9112024698823646,0.9565217391304348,0.8
taiwan,random_forest,42,550,-0.05,0.3956340725754608,0.3994265472607674,0.0037924746853065794,True,True,1.0685737352150724,0.9990118577075099,0.9997145609393564,1.0,1.0,0.700592885375494,0.9429166834041032,1.0,0.8
taiwan,random_forest,42,550,0.05,0.3956340725754608,0.4030895366553885,0.007455464079927698,True,True,1.0454732072576158,0.9920948616600791,0.9962106803520006,1.0,1.0,-0.10869565217391304,0.6283213873113552,0.8260869565217391,0.2
taiwan,random_forest,42,550,0.1,0.3956340725754608,0.3991177611979121,0.0034836886224512975,True,True,1.0339229432788877,0.9920948616600791,0.9958062064778402,1.0,1.0,-0.08794466403162056,0.525044895096132,0.9130434782608695,0.4
taiwan,random_forest,42,560,-0.1,0.19305858722437458,0.19498455496806627,0.0019259677436916922,True,False,25.21092296974934,0.9762845849802372,0.986451875885605,1.0,1.0,1.0,1.0,1.0,0.4
taiwan,random_forest,42,560,-0.05,0.19305858722437458,0.1929998657909644,5.8721433410180435e-05,True,False,26.629234480160825,0.9802371541501977,0.986856467381847,1.0,1.0,1.0,1.0,1.0,0.8
taiwan,random_forest,42,560,0.05,0.19305858722437458,0.35388176358215745,0.16082317635778287,False,False,29.46585750098381,0.7509881422924901,0.041819643581684725,0.8695652173913043,0.8,1.0,1.0,1.0,0.6
taiwan,random_forest,42,560,0.1,0.19305858722437458,0.3543266141113798,0.1612680268870052,False,False,30.884169011395297,0.7529644268774704,0.03502478747724458,0.8260869565217391,0.8,1.0,1.0,1.0,0.4
taiwan,random_forest,42,763,-0.1,0.462722122532252,0.450350594409296,0.012371528122956,True,True,1.7719473297194683,0.9752964426877472,0.98744544786736,0.9565217391304348,0.8,0.39624505928853754,0.7575634388534466,0.7391304347826086,0.8
taiwan,random_forest,42,763,-0.05,0.462722122532252,0.45216448071596044,0.01055764181629154,True,True,1.7719473297194683,0.9555335968379446,0.9876996486621227,0.9565217391304348,0.8,0.5691699604743083,0.8059468301316343,0.7391304347826086,0.8
taiwan,random_forest,42,763,0.05,0.462722122532252,0.49798127547261506,0.03525915294036308,True,True,2.5377112703657003,0.5622529644268774,0.8833170749852218,0.9130434782608695,0.8,0.12055335968379448,0.8388679196568131,0.9565217391304348,0.6
taiwan,random_forest,42,763,0.1,0.462722122532252,0.5043191053900634,0.04159698285781144,True,True,2.8421789603987406,0.58300395256917,0.8798120771860914,0.8695652173913043,0.8,0.19664031620553357,0.8484709258473948,0.9565217391304348,0.6
taiwan,random_forest,42,988,-0.1,0.2987784558901295,0.29630111999526587,0.0024773358948636526,True,True,1.4082226519627365,0.9090909090909092,0.973590601678016,1.0,0.8,0.31719367588932806,0.7627822174683988,0.8695652173913043,0.6
taiwan,random_forest,42,988,-0.05,0.2987784558901295,0.29584375509922456,0.002934700790904965,True,True,1.5241534071165712,0.9535573122529646,0.9757994793674575,1.0,0.8,0.5098814229249012,0.8653491892916796,0.9130434782608695,0.6
