instance_index,actual_default,dataset,model,explainer,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
260,0,taiwan,lightgbm,shap,0.3653021263492795,-0.020463171153044336,0.030951936026618172,-0.05848071545260927,-0.013133066923540243,-0.24472428474992747,-0.04990371841440845,-0.04022865172687639,-0.0090504733523168,-0.015619991734696087,-0.03668931139528877,-0.19967272458990012,0.022740305789152173,0.03441376193123468,0.0067738245554324035,-0.004039753251704122,-0.03701331476806573,0.02029396610622038,-0.14671164690911745,-0.030573913624633478,0.02608519313569093,0.0015294080916940591,-0.01107888445296487
378,0,taiwan,lightgbm,shap,-0.09956429704883,-0.01946401523191833,-0.001415513951404102,-0.06133630122401473,-0.01681147592112159,-0.4271787920914896,-0.0613759135687854,-0.048906908997335165,-0.013274430565184599,-0.05298445820962028,-0.10054560640116228,-0.26636476673482323,-0.0682993044914939,-0.053112957569128066,-0.03988953614872429,0.010837699921426714,-0.08193406525108873,-0.18909434473312933,-0.044807546603968934,-0.048811811555959345,-0.18868732256220097,0.015220953077063499,-0.03241289459876465
403,0,taiwan,lightgbm,shap,-0.5237140964675302,0.023426918140105134,-0.006280239374621283,-0.058565789048438226,-0.03186480740828971,-0.3232578013824487,-0.05140904399335836,-0.04262719961809427,-0.002182150307874185,-0.015782567140830133,-0.03150448157819159,-0.20033396449086724,0.03406840761175772,0.01090347908467818,0.014989978614048976,-0.04673031522351239,0.0017715040751369476,-0.35970392025663567,-0.11198585171706493,-0.013960734419306385,-0.07541809276188115,0.0035148507875134814,-0.0656633902798643
455,0,taiwan,lightgbm,shap,0.1855072525154095,0.03128011498917786,-0.01092230183872974,-0.07284898297805195,-0.017813938551569673,-0.22965614654834032,-0.0486001702766979,-0.04050788696813077,0.013003570401748899,-0.017293855112830585,-0.011662262917910324,0.20339178285775264,-0.0739554800860031,0.059109990661431036,0.009224891137281088,-0.00829312378311998,-0.029167553972651496,0.14137796065273497,0.13453625244149697,0.04137420497595045,0.04043138290302407,0.011896057057854898,-0.03303236958905658
507,0,taiwan,lightgbm,shap,-0.18835719728470912,0.04277045261810277,0.07729325522482754,0.025380144570409675,0.08389704572185516,-0.3576511261057137,-0.025144818504007554,-0.04282884255305973,-0.005436488930654484,-0.008435343905653408,-0.005819296258512767,0.43758020755531374,0.23392329159962974,0.0896651187829847,0.1297903814309891,0.458087772366036,-0.08729872405618185,-0.24149436290192103,-0.21438204170650965,-0.06014772714467563,0.07320546824317342,0.006536728789378146,-0.056957716918938174
526,0,taiwan,lightgbm,shap,0.4365692888733971,0.03182877777491985,0.028148839975275473,-0.09054439331517468,0.028838685526884546,-0.2885390162108802,-0.049321475769697413,-0.05123638479387996,-0.004053811529964529,-0.0137779804824704,-0.017331617750345037,-0.17232555698225063,-0.05279106072588055,0.006940512666258768,0.00935521905378207,-0.010996871445381643,0.01847614146810932,0.0444875620978619,0.1952482070479446,-0.0487702491380517,0.04082447992900697,-0.006842754649921155,0.049061628192715596
545,1,taiwan,lightgbm,shap,-0.5034873436190216,0.04855195425736761,0.015803720943243584,0.07447934014616622,0.004033611741545807,-0.3177481932522924,-0.04179093993801762,-0.04729648096339821,-0.025771893138201035,-0.01868545297581568,-0.03681546036276782,-0.20096360115230738,-0.07228457791695657,-0.00988804346731913,-0.0842488314229329,-0.015557848488850877,-0.02436063822902354,-0.3682473701943603,-0.1581756806122958,-0.15589073524344224,-0.03212170051560837,-0.09242713583910542,0.03455183476632081
555,0,taiwan,lightgbm,shap,-0.07699220220414156,-0.013920644421512064,0.023701711849808644,-0.07556031971750177,-0.05043262002526832,-0.3344838586258386,-0.03405691031148374,-0.039692440543603894,0.03348135827247321,0.02198808982199414,-0.022309581411325996,0.2422714210680873,-0.06160091562314339,-0.007745711129979511,0.04207212158754788,-0.02503075521146078,0.026179294212743856,-0.1923293484121018,-0.7265618954976826,-0.10847714458937457,0.03537879745781355,-0.013283312093996087,-0.10524154877781738
581,0,taiwan,lightgbm,shap,0.03756688914164664,0.03835043886005894,0.010232496775613352,-0.0884950240512814,-0.007292233780336643,-0.32768194286108804,-0.05438812665165177,-0.032660145177443686,-0.03008043937049266,-0.007702334257308605,-0.028082659305199084,-0.22924919092081503,-0.07996188525899348,0.024083252376859016,-0.046876870610259656,0.002505113165727058,-0.038260556845964265,0.1386187898798084,-0.050061198746964346,-0.03778758130891666,0.02011808139673454,0.02949989961959634,0.04969296279740382
757,1,taiwan,lightgbm,shap,0.32718323106139857,-0.04350045464464436,0.030078324814412447,0.0973441657879461,0.12519899786264785,-0.28316983590051104,-0.04931899489026686,-0.04323951717748628,-0.0036525105549214914,-0.01580946074790081,-0.018376181340299162,-0.16373710172263348,-0.011212727809652769,0.04583998914018822,0.005151075356466629,-0.010385738591923224,0.011255119372096526,0.010553912829401366,0.17662880119533986,-0.011764961016248158,0.0348931382029827,0.007138388195034092,-0.023462706539333456
775,1,taiwan,lightgbm,shap,0.19668658802648387,-0.03677387388572401,0.016775585577349282,0.05045191774443893,-0.010410543831292357,1.503553743443628,0.250491429078067,0.22026635932306618,0.14503676368891003,-0.021474171263796277,-0.04695283902582721,-0.170054065965688,-0.0025494143083692328,0.01996682786830733,0.047526399302843886,-0.07983121138761888,-0.03101664973432201,0.012385907120248405,0.10763035422257833,0.14447061800842406,0.014884182393964438,0.005571174456801225,0.04315524186253118
